sonum,perit,year,day,jday,atos,sex,age,fat,crabFood,teeth,eaprev,eamean,eavar,eaposmean,eaprev50,eamean50,eavar50,eaposmean50,cysprev50,cysmean50,cysvar50,cysposmean50,cysprev100,cysmean100,cysvar100,cysposmean100,food,crabby,enso,ensoLag
4313-04,1,2004,257,4637,815,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4315-04,0,2004,260,4640,827,M,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4317-04,1,2004,260,4640,373,M,4,0,0,1,0.766666667,4,20.82666667,5.217391304,0.690763052,3.590361446,23.95267818,5.197674419,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4316-04,0,2004,261,4641,918,M,5,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4318-04,0,2004,262,4642,279,M,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4319-04,0,2004,263,4643,820,M,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4321-04,0,2004,265,4645,323,M,6,4,0,4,0.575757576,2.96969697,28.04958678,5.157894737,0.690763052,3.590361446,23.95267818,5.197674419,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4322-04,0,2004,265,4645,260,M,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4323-04,1,2004,266,4646,808,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4324-04,0,2004,267,4647,255,M,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4325-04,0,2004,271,4651,897,F,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4326-04,1,2004,274,4654,424,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4327-04,1,2004,275,4655,426,F,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458333333,0.258333333
4329-04,0,2004,278,4658,264,M,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4331-04,0,2004,278,4658,179,M,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4333-04,0,2004,285,4665,919,M,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4334-04,0,2004,288,4668,754,F,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4335-04,1,2004,291,4671,371,M,4,0,0,1,0.7375,3.575,18.094375,4.847457627,0.7375,3.575,18.094375,4.847457627,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4339-04,0,2004,295,4675,930,M,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4340-04,0,2004,296,4676,734,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4341-04,0,2004,296,4676,916,F,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4342-04,0,2004,298,4678,747,F,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4343-04,0,2004,301,4681,263,F,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4344-04,0,2004,304,4684,827,M,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4346-04,0,2004,310,4690,751,F,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458333333,0.258333333
4347-04,0,2004,318,4698,321,M,5,0,0,2,NA,NA,NA,NA,0.6,2.625,15.234375,4.375,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4348-04,0,2004,322,4702,929,M,5,0,0,2,NA,NA,NA,NA,0.911392405,2.797468354,4.465310046,3.069444444,NA,NA,NA,NA,0.666666667,1,0.888888889,1.5,0,NA,0.458333333,0.258333333
4350-04,0,2004,325,4705,468,M,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4354-04,0,2004,332,4712,274,M,3,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4356-04,0,2004,335,4715,915,F,5,4,0,3,0.911392405,2.797468354,4.465310046,3.069444444,0.911392405,2.797468354,4.465310046,3.069444444,0.538461538,0.846153846,0.899408284,1.571428571,0.538461538,0.846153846,0.899408284,1.571428571,1,0,0.458333333,0.258333333
4357-04,0,2004,335,4715,927,M,6,4,0,4,NA,NA,NA,NA,0.911392405,2.797468354,4.465310046,3.069444444,NA,NA,NA,NA,0.538461538,0.846153846,0.899408284,1.571428571,0,NA,0.458333333,0.258333333
4358-04,0,2004,335,4715,917,F,4,0,0,1,0.911392405,2.797468354,4.465310046,3.069444444,0.911392405,2.797468354,4.465310046,3.069444444,0.538461538,0.846153846,0.899408284,1.571428571,0.538461538,0.846153846,0.899408284,1.571428571,0,NA,0.458333333,0.258333333
4359-04,0,2004,336,4716,344,M,5,4,0,3,0.6,2.625,15.234375,4.375,0.381818182,0.96969697,5.096051423,2.53968254,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4361-04,0,2004,336,4716,427,F,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458333333,0.258333333
4362-04,0,2004,343,4723,186,F,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.458333333,0.258333333
4365-04,0,2004,343,4723,249,M,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4369-04,0,2004,363,4743,260,F,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4370-04,0,2004,363,4743,430,F,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4373-04,0,2004,365,4745,278,F,6,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.458333333,0.258333333
4377-05,0,2005,11,4756,258,M,3,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4379-05,0,2005,15,4760,323,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4380-05,0,2005,17,4762,310,F,4,3,0,2,NA,NA,NA,NA,0.421052632,0.842105263,1.501385042,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4383-05,0,2005,18,4763,291,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4384-05,0,2005,19,4764,815,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4387-05,0,2005,23,4768,337,M,5,0,0,3,0.421052632,0.842105263,1.501385042,2,0.421052632,0.842105263,1.501385042,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4388-05,0,2005,23,4768,350,M,5,3,0,1,0.421052632,0.842105263,1.501385042,2,0.421052632,0.842105263,1.501385042,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4389-05,1,2005,29,4774,395,F,5,0,0,2,NA,NA,NA,NA,0.421052632,0.842105263,1.501385042,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4392-05,0,2005,31,4776,443,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4397-05,0,2005,36,4781,263,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4399-05,0,2005,39,4784,247,F,6,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4400-05,1,2005,39,4784,827,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4401-05,0,2005,39,4784,183,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4405-05,0,2005,44,4789,371,M,4,0,0,2,NA,NA,NA,NA,0.310344828,0.586206897,1.139120095,1.888888889,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4406-05,0,2005,47,4792,257,F,3,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4408-05,0,2005,48,4793,382,F,5,4,0,2,NA,NA,NA,NA,0.310344828,0.586206897,1.139120095,1.888888889,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4410-05,0,2005,54,4799,274,M,5,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4411-05,0,2005,54,4799,822,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4412-05,0,2005,55,4800,380,F,3,1,0,6,NA,NA,NA,NA,0.310344828,0.586206897,1.139120095,1.888888889,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4413-05,0,2005,55,4800,920,M,3,1,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4416-05,0,2005,58,4803,399,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4417-05,0,2005,59,4804,807,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4419-05,0,2005,59,4804,710,M,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4420-05,0,2005,59,4804,709,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4422-05,1,2005,60,4805,814,M,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4423-05,0,2005,63,4808,940,M,5,3,0,2,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4425-05,0,2005,68,4813,321,M,5,3,0,2,NA,NA,NA,NA,0.181818182,0.272727273,0.380165289,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4426-05,0,2005,68,4813,293,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4427-05,0,2005,69,4814,830,M,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4429-05,1,2005,72,4817,288,M,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4431-05,1,2005,73,4818,917,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4430-05,0,2005,74,4819,933,F,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4432-05,0,2005,74,4819,259,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4433-05,0,2005,74,4819,829,M,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4434-05,0,2005,77,4822,264,F,5,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4436-05,0,2005,79,4824,809,M,4,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4438-05,0,2005,80,4825,312,F,3,0,0,6,NA,NA,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4442-05,0,2005,87,4832,924,F,3,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4444-05,0,2005,88,4833,938,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4445-05,0,2005,89,4834,325,M,5,2,0,3,1,2,0,2,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4449-05,1,2005,92,4837,827,F,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4451-05,1,2005,92,4837,816,M,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4452-05,1,2005,92,4837,321,M,5,0,0,2,NA,NA,NA,NA,0.42,0.6,0.76,1.428571429,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4453-05,0,2005,93,4838,208,F,3,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4454-05,0,2005,98,4843,304,M,4,3,0,1,NA,NA,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4455-05,0,2005,99,4844,295,M,5,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4456-05,0,2005,99,4844,810,F,4,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4457-05,1,2005,100,4845,822,M,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4458-05,1,2005,100,4845,375,M,4,0,0,1,0.37,0.51,0.6699,1.378378378,0.376237624,0.524752475,0.685030879,1.394736842,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4459-05,0,2005,100,4845,376,F,2,0,0,6,0.37,0.51,0.6699,1.378378378,0.376237624,0.524752475,0.685030879,1.394736842,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4462-05,0,2005,103,4848,283,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4463-05,1,2005,104,4849,377,F,4,0,0,1,0.352517986,0.482014388,0.652554216,1.367346939,0.357142857,0.492857143,0.664234694,1.38,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4464-05,1,2005,106,4851,807,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4469-05,1,2005,110,4855,819,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4470-05,0,2005,111,4856,377,F,3,0,0,6,0.357142857,0.485714286,0.649795918,1.36,0.361702128,0.496453901,0.661334943,1.37254902,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4471-05,0,2005,114,4859,919,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4472-05,0,2005,114,4859,796,M,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4473-05,0,2005,117,4862,147,M,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4474-05,1,2005,117,4862,258,F,2,0,0,6,NA,NA,NA,NA,0.26,0.66,2.3044,2.538461538,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4475-05,1,2005,118,4863,825,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4479-05,1,2005,120,4865,827,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4480-05,0,2005,122,4867,809,F,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4481-05,0,2005,122,4867,306,M,3,0,0,6,0.274509804,0.68627451,2.29373318,2.5,0.274509804,0.68627451,2.29373318,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4482-05,0,2005,128,4873,308,M,5,4,0,3,0.274509804,0.68627451,2.29373318,2.5,0.274509804,0.68627451,2.29373318,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4484-05,0,2005,130,4875,807,F,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4485-05,0,2005,130,4875,391,F,5,0,0,4,0.264957265,0.581196581,1.593834466,2.193548387,0.333333333,0.612794613,1.705290843,1.838383838,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4486-05,0,2005,131,4876,713,F,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4488-05,0,2005,132,4877,274,F,5,2,0,3,NA,NA,NA,NA,0.274509804,0.68627451,2.29373318,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4493-05,1,2005,140,4885,827,F,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4494-05,0,2005,141,4886,632,F,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4495-05,0,2005,147,4892,272,F,5,0,0,2,NA,NA,NA,NA,0.274509804,0.68627451,2.29373318,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4501-05,0,2005,153,4898,696,F,5,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4502-05,1,2005,159,4904,378,F,6,0,NA,4,0.405660377,1.185534591,6.201425972,2.92248062,0.405660377,1.185534591,6.201425972,2.92248062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033333333,0.458333333
4506-05,0,2005,164,4909,374,M,6,4,1,3,0.405660377,1.185534591,6.201425972,2.92248062,0.405660377,1.185534591,6.201425972,2.92248062,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.033333333,0.458333333
4507-05,1,2005,165,4910,812,F,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4510-05,1,2005,171,4916,807,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4511-05,1,2005,173,4918,371,M,3,NA,NA,6,0.440251572,1.5,8.495283019,3.407142857,0.440251572,1.5,8.495283019,3.407142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033333333,0.458333333
4512-05,0,2005,173,4918,807,F,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4516-05,0,2005,181,4926,741,F,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4518-05,0,2005,181,4926,287,M,6,2,0,4,NA,NA,NA,NA,0.75,7.95,43.5475,10.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4520-05,0,2005,186,4931,805,M,5,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4523-05,1,2005,189,4934,381,M,3,0,0,6,0.725,3.65,18.3275,5.034482759,0.725,3.65,18.3275,5.034482759,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4527-05,1,2005,189,4934,325,M,5,4,0,3,0.75,7.95,43.5475,10.6,0.75,7.95,43.5475,10.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4525-05,0,2005,190,4935,916,M,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4528-05,0,2005,191,4936,372,M,5,0,0,4,0.725,3.65,18.3275,5.034482759,0.733333333,5.083333333,30.84305556,6.931818182,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4529-05,0,2005,192,4937,396,M,5,4,0,2,0.725,3.65,18.3275,5.034482759,0.725,3.65,18.3275,5.034482759,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4530-05,0,2005,193,4938,924,M,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4533-05,1,2005,194,4939,382,M,4,0,0,1,0.725,3.65,18.3275,5.034482759,0.725,3.65,18.3275,5.034482759,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4535-05,0,2005,198,4943,80,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4539-05,0,2005,198,4943,391,M,4,2,0,2,0.725,3.65,18.3275,5.034482759,0.725,3.65,18.3275,5.034482759,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4537-05,1,2005,200,4945,823,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4538-05,1,2005,202,4947,834,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4542-05,0,2005,205,4950,248,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4541-05,0,2005,206,4951,754,F,6,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4543-05,0,2005,207,4952,831,M,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4544-05,0,2005,207,4952,809,M,5,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4545-05,1,2005,211,4956,808,F,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4546-05,1,2005,213,4958,376,M,3,NA,NA,NA,0.725,3.65,18.3275,5.034482759,0.733333333,5.083333333,30.84305556,6.931818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033333333,0.458333333
4547-05,1,2005,214,4959,817,F,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4548-05,1,2005,214,4959,395,F,5,3,0,3,0.725,3.65,18.3275,5.034482759,0.725,3.65,18.3275,5.034482759,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4549-05,0,2005,214,4959,957,M,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
4551-05,0,2005,215,4960,263,F,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4552-05,1,2005,218,4963,827,M,6,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.033333333,0.458333333
4553-05,0,2005,218,4963,917,M,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.033333333,0.458333333
